target_id,account_id,campaign_id,first_target_at,month,recommended_channel,priority,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,timezone,campaign_name,channel,strategy_version,dpd_band,targeting_events,cohort_recovered_amount,cohort_payment_count,recovered_amount,payment_count,recovered
TGT0027637,ACC0013224,CMP0000014,2026-07-15,2026-07,WHATSAPP,7,BRW0009394,5,NPA,AUTO,62041.55,Asia/Dubai,NPA_RECOVERY,SMS,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0010024,ACC0013229,CMP0000002,2026-07-10,2026-07,FIELD,1,BRW0001542,1,HIGH,BNPL,633770.38,UTC,BOUNCE,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0005826,ACC0013263,CMP0000119,2026-07-21,2026-07,VOICE,4,BRW0000292,90,LOW,AUTO,613049.59,Asia/Kolkata,30DPD_W1,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0025960,ACC0013275,CMP0000068,2026-07-05,2026-07,VOICE,5,BRW0006547,30,MEDIUM,CONSUMER,173714.71,Asia/Dubai,NPA_RECOVERY,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0023840,ACC0013276,CMP0000090,2026-07-27,2026-07,SMS,2,BRW0007124,15,NPA,AUTO,461344.76,UTC,30DPD_W1,FIELD,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0028789,ACC0013285,CMP0000080,2026-07-28,2026-07,VOICE,10,BRW0000783,180,LOW,CREDIT_CARD,593431.49,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0018228,ACC0013287,CMP0000102,2026-07-22,2026-07,FIELD,9,BRW0011894,75,NPA,BNPL,607773.73,UTC,NPA_RECOVERY,VOICE,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0041827,ACC0013291,CMP0000052,2026-07-20,2026-07,WHATSAPP,9,BRW0010431,90,HIGH,CONSUMER,131738.03,Asia/Kolkata,BOUNCE,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0031324,ACC0013293,CMP0000080,2026-07-23,2026-07,SMS,3,BRW0000229,5,LOW,AUTO,238678.53,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0001577,ACC0013301,CMP0000049,2026-07-10,2026-07,FIELD,8,BRW0007820,120,LOW,BNPL,592217.98,UTC,60DPD_INTENT,VOICE,v1,91+,1,60498.25,1.0,60498.25,1.0,True
TGT0016122,ACC0013302,CMP0000057,2026-07-05,2026-07,FIELD,6,,180,LOW,PERSONAL,328446.73,Asia/Kolkata,30DPD_W1,MIXED,v3,91+,2,0.0,0.0,0.0,0.0,False
TGT0021766,ACC0013320,CMP0000094,2026-07-03,2026-07,VOICE,10,BRW0003874,0,MEDIUM,AUTO,32351.55,Asia/Kolkata,60DPD_INTENT,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030997,ACC0013321,CMP0000046,2026-07-28,2026-07,FIELD,1,BRW0003930,60,HIGH,AUTO,189049.16,Asia/Dubai,BOUNCE,WHATSAPP,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0030908,ACC0013333,CMP0000092,2026-07-24,2026-07,SMS,2,BRW0009177,45,HIGH,CONSUMER,613251.67,Asia/Dubai,NPA_RECOVERY,SMS,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0027418,ACC0013344,CMP0000061,2026-07-29,2026-07,VOICE,10,BRW0001292,45,NPA,AUTO,88685.79,UTC,30DPD_W1,WHATSAPP,v3,31-60,1,59771.32,1.0,0.0,0.0,False
TGT0035589,ACC0013346,CMP0000105,2026-07-05,2026-07,SMS,9,BRW0006717,90,HIGH,AUTO,628052.81,Asia/Kolkata,BOUNCE,FIELD,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0021085,ACC0013358,CMP0000021,2026-07-21,2026-07,VOICE,2,BRW0007676,15,HIGH,CONSUMER,66233.35,Asia/Kolkata,NPA_RECOVERY,FIELD,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0001897,ACC0013360,CMP0000037,2026-07-28,2026-07,FIELD,4,BRW0010661,5,HIGH,CREDIT_CARD,43297.77,Asia/Kolkata,BOUNCE,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030045,ACC0013364,CMP0000009,2026-07-03,2026-07,SMS,7,BRW0010293,5,NPA,AUTO,31562.51,Asia/Dubai,60DPD_INTENT,WHATSAPP,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0007439,ACC0013369,CMP0000026,2026-07-24,2026-07,FIELD,1,BRW0006296,60,MEDIUM,CREDIT_CARD,99812.01,Asia/Dubai,30DPD_W1,FIELD,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0016259,ACC0013376,CMP0000021,2026-07-30,2026-07,VOICE,5,BRW0011243,60,MEDIUM,AUTO,409475.6,Asia/Dubai,NPA_RECOVERY,FIELD,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0002936,ACC0013379,CMP0000098,2026-07-20,2026-07,FIELD,7,BRW0002868,60,LOW,BNPL,168315.81,Asia/Kolkata,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,1,133350.2,1.0,133350.2,1.0,True
TGT0035996,ACC0013382,CMP0000105,2026-07-20,2026-07,FIELD,4,BRW0008260,0,LOW,BNPL,284182.62,UTC,BOUNCE,FIELD,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0021751,ACC0013383,CMP0000003,2026-07-22,2026-07,VOICE,6,BRW0004640,45,MEDIUM,BNPL,203211.89,Asia/Dubai,30DPD_W1,MIXED,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0028212,ACC0013384,CMP0000073,2026-07-08,2026-07,VOICE,3,BRW0010849,5,HIGH,AUTO,257654.31,Asia/Kolkata,60DPD_INTENT,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003040,ACC0013389,CMP0000022,2026-07-10,2026-07,FIELD,8,BRW0010580,45,HIGH,CONSUMER,342088.45,Asia/Kolkata,60DPD_INTENT,VOICE,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0012297,ACC0013390,CMP0000030,2026-07-02,2026-07,WHATSAPP,6,BRW0004955,30,HIGH,AUTO,593175.19,Asia/Kolkata,30DPD_W1,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0035801,ACC0013404,CMP0000094,2026-07-30,2026-07,VOICE,6,BRW0007186,60,LOW,BNPL,507915.01,Asia/Dubai,60DPD_INTENT,WHATSAPP,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0027183,ACC0013409,CMP0000066,2026-07-28,2026-07,FIELD,7,BRW0002392,0,LOW,PERSONAL,121623.61,UTC,60DPD_INTENT,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0036937,ACC0013414,CMP0000044,2026-07-07,2026-07,SMS,4,BRW0000776,90,LOW,CONSUMER,644615.12,Asia/Dubai,NPA_RECOVERY,SMS,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0043007,ACC0013415,CMP0000116,2026-07-27,2026-07,SMS,6,BRW0006257,0,HIGH,CREDIT_CARD,467326.07,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0018540,ACC0013419,CMP0000014,2026-07-06,2026-07,FIELD,7,BRW0011315,180,HIGH,CONSUMER,595577.6,Asia/Dubai,NPA_RECOVERY,SMS,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0040353,ACC0013423,CMP0000096,2026-07-19,2026-07,FIELD,8,BRW0009595,30,LOW,PERSONAL,651748.85,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,2,0.0,0.0,0.0,0.0,False
TGT0029236,ACC0013427,CMP0000015,2026-07-21,2026-07,SMS,2,BRW0010536,60,NPA,AUTO,31438.1,Asia/Kolkata,DIGITAL_FOLLOWUP,FIELD,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0003904,ACC0013429,CMP0000055,2026-07-23,2026-07,FIELD,9,BRW0006909,180,LOW,AUTO,540913.94,Asia/Kolkata,BOUNCE,MIXED,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0002000,ACC0013430,CMP0000001,2026-07-01,2026-07,SMS,3,BRW0011009,75,HIGH,BNPL,170226.71,UTC,DIGITAL_FOLLOWUP,FIELD,legacy,61-90,2,0.0,0.0,0.0,0.0,False
TGT0015565,ACC0013444,CMP0000109,2026-07-30,2026-07,SMS,9,BRW0000879,30,NPA,PERSONAL,450370.29,UTC,NPA_RECOVERY,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0023355,ACC0013449,CMP0000045,2026-07-12,2026-07,VOICE,5,BRW0009050,45,MEDIUM,PERSONAL,406232.27,Asia/Dubai,30DPD_W1,VOICE,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0031298,ACC0013452,CMP0000018,2026-07-23,2026-07,SMS,4,BRW0005218,30,NPA,BNPL,354240.81,Asia/Dubai,60DPD_INTENT,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0023128,ACC0013461,CMP0000059,2026-07-29,2026-07,FIELD,10,BRW0011724,30,HIGH,AUTO,686350.55,Asia/Kolkata,30DPD_W1,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0015291,ACC0013467,CMP0000095,2026-07-11,2026-07,FIELD,7,BRW0001895,15,HIGH,BNPL,637733.15,UTC,DIGITAL_FOLLOWUP,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0000633,ACC0013471,CMP0000079,2026-07-05,2026-07,FIELD,9,BRW0004940,1,HIGH,AUTO,198447.5,Asia/Dubai,NPA_RECOVERY,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0026420,ACC0013475,CMP0000049,2026-07-08,2026-07,WHATSAPP,3,BRW0006964,5,MEDIUM,AUTO,133556.48,Asia/Dubai,60DPD_INTENT,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0033609,ACC0013484,CMP0000058,2026-07-14,2026-07,FIELD,4,BRW0009465,120,LOW,PERSONAL,448388.87,UTC,BOUNCE,VOICE,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0033902,ACC0013499,CMP0000060,2026-07-19,2026-07,SMS,9,BRW0002179,5,LOW,CONSUMER,471089.7,Asia/Kolkata,30DPD_W1,SMS,v3,0-30,1,142980.63,1.0,0.0,0.0,False
TGT0005422,ACC0013501,CMP0000079,2026-07-06,2026-07,FIELD,9,BRW0010057,1,LOW,PERSONAL,377060.5,UTC,NPA_RECOVERY,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0002045,ACC0013503,CMP0000102,2026-07-25,2026-07,VOICE,5,BRW0006490,45,NPA,CREDIT_CARD,97648.29,Asia/Dubai,NPA_RECOVERY,VOICE,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0005952,ACC0013514,CMP0000011,2026-07-13,2026-07,SMS,1,BRW0006434,60,MEDIUM,CONSUMER,629204.27,UTC,NPA_RECOVERY,WHATSAPP,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0031710,ACC0013521,CMP0000093,2026-07-04,2026-07,FIELD,1,BRW0001244,45,HIGH,PERSONAL,292865.98,UTC,60DPD_INTENT,SMS,legacy,31-60,1,120959.69,1.0,120959.69,1.0,True
TGT0007224,ACC0013531,CMP0000014,2026-07-30,2026-07,SMS,7,BRW0007729,1,NPA,CREDIT_CARD,617273.46,UTC,NPA_RECOVERY,SMS,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0037580,ACC0013538,CMP0000049,2026-07-19,2026-07,SMS,4,BRW0006841,5,HIGH,CONSUMER,263181.71,Asia/Kolkata,60DPD_INTENT,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043536,ACC0013540,CMP0000051,2026-07-12,2026-07,FIELD,2,BRW0000035,30,LOW,CREDIT_CARD,664099.47,UTC,DIGITAL_FOLLOWUP,WHATSAPP,v1,0-30,1,56384.24,1.0,56384.24,1.0,True
TGT0011955,ACC0013542,CMP0000037,2026-07-18,2026-07,VOICE,8,BRW0005744,120,HIGH,PERSONAL,123041.74,Asia/Kolkata,BOUNCE,SMS,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0022880,ACC0013555,CMP0000018,2026-07-31,2026-07,SMS,7,BRW0002642,0,LOW,CONSUMER,238272.0,UTC,60DPD_INTENT,SMS,legacy,0-30,1,59093.12,1.0,0.0,0.0,False
TGT0040624,ACC0013561,CMP0000068,2026-07-11,2026-07,FIELD,7,BRW0010059,1,NPA,CREDIT_CARD,687858.14,Asia/Kolkata,NPA_RECOVERY,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0005788,ACC0013566,CMP0000087,2026-07-13,2026-07,VOICE,9,BRW0002668,180,NPA,PERSONAL,556401.04,UTC,60DPD_INTENT,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0028477,ACC0013569,CMP0000098,2026-07-23,2026-07,SMS,8,BRW0002257,0,LOW,CONSUMER,85968.67,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0027526,ACC0013588,CMP0000061,2026-07-16,2026-07,VOICE,1,BRW0008792,0,HIGH,AUTO,96879.37,Asia/Kolkata,30DPD_W1,WHATSAPP,v3,0-30,2,0.0,0.0,0.0,0.0,False
TGT0034770,ACC0013599,CMP0000008,2026-07-31,2026-07,SMS,8,BRW0001875,180,LOW,CONSUMER,141642.12,Asia/Dubai,NPA_RECOVERY,SMS,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0007028,ACC0013616,CMP0000067,2026-07-06,2026-07,SMS,7,BRW0009069,30,NPA,BNPL,53856.45,Asia/Kolkata,30DPD_W1,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0006901,ACC0013628,CMP0000098,2026-07-17,2026-07,WHATSAPP,8,BRW0002935,120,HIGH,CONSUMER,50952.53,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0032746,ACC0013630,CMP0000017,2026-07-14,2026-07,FIELD,2,BRW0001638,5,MEDIUM,PERSONAL,318580.1,UTC,NPA_RECOVERY,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0029858,ACC0013637,CMP0000119,2026-07-05,2026-07,VOICE,3,BRW0005426,45,LOW,PERSONAL,311604.42,Asia/Dubai,30DPD_W1,SMS,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0009198,ACC0013641,CMP0000042,2026-07-11,2026-07,FIELD,6,BRW0003615,180,LOW,CONSUMER,242165.1,Asia/Kolkata,BOUNCE,FIELD,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0005424,ACC0013651,CMP0000002,2026-07-17,2026-07,VOICE,3,BRW0005201,60,HIGH,CREDIT_CARD,107918.71,Asia/Dubai,BOUNCE,MIXED,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0021713,ACC0013653,CMP0000065,2026-07-02,2026-07,VOICE,8,BRW0007950,90,LOW,AUTO,59698.63,UTC,30DPD_W1,WHATSAPP,v3,61-90,1,70327.98999999999,2.0,70327.98999999999,2.0,True
TGT0041848,ACC0013675,CMP0000075,2026-07-11,2026-07,VOICE,10,BRW0000825,120,HIGH,BNPL,44336.27,Asia/Dubai,30DPD_W1,WHATSAPP,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0026484,ACC0013676,CMP0000087,2026-07-21,2026-07,SMS,1,BRW0002074,180,MEDIUM,PERSONAL,577903.52,UTC,60DPD_INTENT,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0012452,ACC0013679,CMP0000037,2026-07-01,2026-07,VOICE,7,BRW0011432,1,MEDIUM,CONSUMER,190459.81,Asia/Dubai,BOUNCE,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0000366,ACC0013682,CMP0000059,2026-07-11,2026-07,VOICE,6,BRW0009201,120,NPA,AUTO,401192.76,Asia/Kolkata,30DPD_W1,MIXED,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0004654,ACC0013687,CMP0000072,2026-07-25,2026-07,SMS,10,BRW0011070,5,HIGH,PERSONAL,445171.48,Asia/Dubai,30DPD_W1,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043048,ACC0013702,CMP0000050,2026-07-22,2026-07,WHATSAPP,10,BRW0006157,45,HIGH,BNPL,170458.54,Asia/Dubai,NPA_RECOVERY,SMS,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0001996,ACC0013706,CMP0000066,2026-07-15,2026-07,VOICE,2,BRW0002993,15,NPA,PERSONAL,629865.03,Asia/Kolkata,60DPD_INTENT,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0037450,ACC0013716,CMP0000028,2026-07-05,2026-07,FIELD,4,BRW0006404,75,NPA,AUTO,271657.37,Asia/Kolkata,30DPD_W1,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0013424,ACC0013719,CMP0000099,2026-07-08,2026-07,FIELD,2,BRW0007754,90,MEDIUM,AUTO,638188.87,Asia/Kolkata,BOUNCE,WHATSAPP,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0018881,ACC0013722,CMP0000006,2026-07-24,2026-07,WHATSAPP,7,BRW0006760,0,MEDIUM,AUTO,259144.93,Asia/Dubai,BOUNCE,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0039000,ACC0013726,CMP0000027,2026-07-15,2026-07,WHATSAPP,6,BRW0007212,1,MEDIUM,CONSUMER,105556.53,UTC,BOUNCE,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0038530,ACC0013728,CMP0000042,2026-07-13,2026-07,FIELD,5,BRW0000575,0,HIGH,AUTO,344526.57,Asia/Kolkata,BOUNCE,FIELD,v3,0-30,2,0.0,0.0,0.0,0.0,False
TGT0008017,ACC0013736,CMP0000083,2026-07-25,2026-07,VOICE,5,BRW0007527,15,MEDIUM,CONSUMER,322115.43,Asia/Dubai,BOUNCE,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0009683,ACC0013738,CMP0000117,2026-07-27,2026-07,WHATSAPP,2,BRW0008050,5,MEDIUM,CONSUMER,371646.02,Asia/Dubai,BOUNCE,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0026724,ACC0013739,CMP0000117,2026-07-07,2026-07,SMS,8,BRW0005009,90,MEDIUM,AUTO,43080.32,UTC,BOUNCE,VOICE,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0042146,ACC0013744,CMP0000047,2026-07-19,2026-07,WHATSAPP,8,BRW0004159,5,MEDIUM,AUTO,546609.24,Asia/Kolkata,BOUNCE,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0033188,ACC0013756,CMP0000078,2026-07-13,2026-07,WHATSAPP,6,BRW0010256,75,HIGH,BNPL,684268.11,Asia/Dubai,60DPD_INTENT,SMS,v2,61-90,1,496.24,1.0,496.24,1.0,True
TGT0014278,ACC0013762,CMP0000041,2026-07-06,2026-07,FIELD,9,BRW0003866,45,HIGH,CREDIT_CARD,527210.85,Asia/Kolkata,30DPD_W1,SMS,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0000739,ACC0013770,CMP0000112,2026-07-25,2026-07,SMS,5,BRW0001783,15,NPA,AUTO,254060.52,Asia/Kolkata,60DPD_INTENT,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0004130,ACC0013771,CMP0000032,2026-07-26,2026-07,FIELD,3,BRW0005987,90,LOW,AUTO,618819.12,Asia/Kolkata,NPA_RECOVERY,MIXED,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0005394,ACC0013777,CMP0000001,2026-07-14,2026-07,VOICE,2,BRW0008985,90,LOW,AUTO,151656.38,Asia/Dubai,DIGITAL_FOLLOWUP,FIELD,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0026819,ACC0013778,CMP0000035,2026-07-01,2026-07,WHATSAPP,10,BRW0004517,90,MEDIUM,PERSONAL,529539.77,UTC,30DPD_W1,MIXED,legacy,61-90,2,0.0,0.0,0.0,0.0,False
TGT0030202,ACC0013779,CMP0000067,2026-07-14,2026-07,WHATSAPP,4,BRW0003088,75,NPA,AUTO,270312.87,Asia/Kolkata,30DPD_W1,MIXED,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0029360,ACC0013784,CMP0000037,2026-07-26,2026-07,FIELD,6,BRW0010353,45,MEDIUM,AUTO,303765.7,UTC,BOUNCE,SMS,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0031403,ACC0013787,CMP0000109,2026-07-11,2026-07,WHATSAPP,7,BRW0008946,0,HIGH,AUTO,329044.66,Asia/Kolkata,NPA_RECOVERY,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0021593,ACC0013793,CMP0000044,2026-07-08,2026-07,FIELD,3,BRW0011067,90,MEDIUM,CREDIT_CARD,341115.35,Asia/Kolkata,NPA_RECOVERY,SMS,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0022535,ACC0013799,CMP0000013,2026-07-08,2026-07,WHATSAPP,10,BRW0010089,75,NPA,PERSONAL,116405.02,Asia/Kolkata,30DPD_W1,VOICE,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0006640,ACC0013800,CMP0000069,2026-07-11,2026-07,FIELD,5,BRW0006073,0,MEDIUM,CREDIT_CARD,509529.59,Asia/Kolkata,BOUNCE,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0024346,ACC0013801,CMP0000106,2026-07-25,2026-07,WHATSAPP,6,BRW0010298,45,HIGH,BNPL,302424.91,UTC,NPA_RECOVERY,SMS,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0030507,ACC0013809,CMP0000054,2026-07-22,2026-07,FIELD,8,BRW0000852,90,NPA,CREDIT_CARD,506646.26,UTC,BOUNCE,SMS,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0030474,ACC0013811,CMP0000060,2026-07-07,2026-07,VOICE,3,BRW0005862,0,LOW,AUTO,664539.54,Asia/Dubai,30DPD_W1,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0008112,ACC0013815,CMP0000041,2026-07-14,2026-07,WHATSAPP,8,BRW0005728,90,LOW,PERSONAL,601520.01,UTC,30DPD_W1,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0020714,ACC0013820,CMP0000092,2026-07-23,2026-07,WHATSAPP,5,BRW0011109,120,NPA,PERSONAL,274697.14,UTC,NPA_RECOVERY,SMS,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0040140,ACC0013824,CMP0000102,2026-07-04,2026-07,WHATSAPP,2,BRW0002639,90,HIGH,CREDIT_CARD,638881.29,Asia/Kolkata,NPA_RECOVERY,VOICE,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0007198,ACC0013835,CMP0000104,2026-07-16,2026-07,SMS,6,BRW0004076,90,HIGH,CONSUMER,656929.02,Asia/Kolkata,30DPD_W1,FIELD,legacy,61-90,1,108880.54,1.0,0.0,0.0,False
TGT0031178,ACC0013836,CMP0000008,2026-07-28,2026-07,WHATSAPP,7,BRW0010866,30,LOW,AUTO,258626.0,UTC,NPA_RECOVERY,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0004374,ACC0013844,CMP0000097,2026-07-29,2026-07,WHATSAPP,3,BRW0007989,60,HIGH,BNPL,575494.21,Asia/Kolkata,NPA_RECOVERY,MIXED,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0000455,ACC0013845,CMP0000073,2026-07-09,2026-07,WHATSAPP,7,BRW0008763,90,LOW,AUTO,148893.06,Asia/Kolkata,60DPD_INTENT,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0026860,ACC0013851,CMP0000109,2026-07-07,2026-07,VOICE,10,BRW0006568,15,LOW,PERSONAL,565696.16,Asia/Kolkata,NPA_RECOVERY,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0010654,ACC0013856,CMP0000047,2026-07-12,2026-07,FIELD,1,BRW0008579,30,MEDIUM,BNPL,278088.71,Asia/Dubai,BOUNCE,WHATSAPP,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043308,ACC0013864,CMP0000090,2026-07-10,2026-07,VOICE,4,BRW0002142,30,MEDIUM,CREDIT_CARD,490059.01,UTC,30DPD_W1,FIELD,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0026242,ACC0013871,CMP0000090,2026-07-04,2026-07,SMS,8,BRW0006065,90,HIGH,AUTO,664121.78,Asia/Dubai,30DPD_W1,FIELD,v2,61-90,1,7030.04,1.0,7030.04,1.0,True
TGT0025662,ACC0013876,CMP0000110,2026-07-03,2026-07,FIELD,2,BRW0001043,30,MEDIUM,CREDIT_CARD,116684.42,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,v2,0-30,2,123009.54,1.0,123009.54,1.0,True
TGT0019261,ACC0013877,CMP0000049,2026-07-31,2026-07,VOICE,6,BRW0000447,45,HIGH,CONSUMER,283519.46,UTC,60DPD_INTENT,VOICE,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0032705,ACC0013893,CMP0000044,2026-07-06,2026-07,WHATSAPP,9,BRW0009963,60,HIGH,BNPL,10049.7,UTC,NPA_RECOVERY,SMS,v1,31-60,2,0.0,0.0,0.0,0.0,False
TGT0003569,ACC0013901,CMP0000008,2026-07-07,2026-07,WHATSAPP,3,BRW0004989,5,NPA,CREDIT_CARD,530630.85,Asia/Dubai,NPA_RECOVERY,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0000014,ACC0013902,CMP0000001,2026-07-18,2026-07,WHATSAPP,9,BRW0006823,30,MEDIUM,BNPL,54146.01,Asia/Dubai,DIGITAL_FOLLOWUP,FIELD,legacy,0-30,2,0.0,0.0,0.0,0.0,False
TGT0036615,ACC0013905,CMP0000107,2026-07-16,2026-07,VOICE,3,BRW0004725,75,MEDIUM,BNPL,669523.76,UTC,DIGITAL_FOLLOWUP,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0003605,ACC0013909,CMP0000061,2026-07-04,2026-07,SMS,7,BRW0000095,45,HIGH,PERSONAL,494675.09,UTC,30DPD_W1,WHATSAPP,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0015636,ACC0013911,CMP0000046,2026-07-13,2026-07,VOICE,4,BRW0010907,45,HIGH,CREDIT_CARD,390873.43,UTC,BOUNCE,WHATSAPP,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0013343,ACC0013912,CMP0000035,2026-07-13,2026-07,WHATSAPP,5,BRW0008185,90,NPA,PERSONAL,369951.89,UTC,30DPD_W1,MIXED,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0034296,ACC0013917,CMP0000055,2026-07-12,2026-07,WHATSAPP,9,BRW0007709,45,MEDIUM,CONSUMER,470461.91,Asia/Kolkata,BOUNCE,MIXED,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0013437,ACC0013918,CMP0000081,2026-07-16,2026-07,FIELD,4,BRW0007277,90,MEDIUM,AUTO,535359.22,Asia/Kolkata,DIGITAL_FOLLOWUP,WHATSAPP,legacy,61-90,1,0.0,0.0,0.0,0.0,False
