agent_id,employee_code,team,vendor_id,joined_at,canonical_agent_id
AGT0000969,EMP00525,DIGITAL,VND0000012,2025-01-22 11:18:47,AGT0000969
AGT0000970,EMP00642,DIGITAL,VND0000011,2024-01-21 03:49:25,AGT0000970
AGT0000971,EMP00539,DIGITAL,VND0000002,2024-12-31 22:06:51,AGT0000971
AGT0000972,EMP00871,T1,VND0000013,2024-07-24 14:18:23,AGT0000927
AGT0000973,EMP00913,T2,VND0000009,2024-07-16 09:32:35,AGT0000973
AGT0000974,EMP00282,T2,VND0000002,2025-11-13 04:27:19,AGT0000924
AGT0000975,EMP00075,FIELD,VND0000006,2024-11-18 20:28:07,AGT0000090
AGT0000976,EMP00758,T1,VND0000009,2024-08-07 10:57:07,AGT0000976
AGT0000977,EMP00874,T1,VND0000005,2024-06-03 23:22:37,AGT0000921
AGT0000978,EMP00660,FIELD,VND0000002,2025-07-19 21:34:31,AGT0000978
AGT0000979,EMP00674,DIGITAL,VND0000002,2025-10-11 09:52:54,AGT0000012
AGT0000980,EMP01048,T3,VND0000010,2025-06-01 08:50:11,AGT0000305
AGT0000981,EMP00669,DIGITAL,VND0000011,2024-07-24 00:37:18,AGT0000190
AGT0000982,EMP00631,T3,VND0000013,2024-01-28 06:22:13,AGT0000982
AGT0000983,EMP00457,T2,VND0000002,2024-08-17 09:22:52,AGT0000983
AGT0000984,EMP00670,T1,VND0000012,2024-02-23 23:30:09,AGT0000984
AGT0000985,EMP00981,T1,VND0000004,2025-07-12 10:51:06,AGT0000985
AGT0000986,EMP00845,DIGITAL,VND0000002,2025-10-27 01:22:22,AGT0000600
AGT0000987,EMP00057,T2,VND0000015,2024-11-25 18:57:51,AGT0000987
AGT0000988,EMP00362,DIGITAL,VND0000015,2024-05-11 20:54:15,AGT0000988
AGT0000989,EMP00593,FIELD,VND0000010,2024-08-13 03:05:27,AGT0000588
AGT0000990,EMP00667,T2,VND0000005,2024-09-14 17:19:22,AGT0000990
AGT0000991,EMP00379,FIELD,VND0000014,2024-10-23 15:36:28,AGT0000991
AGT0000992,EMP00090,DIGITAL,VND0000002,2025-10-23 08:55:38,AGT0000411
AGT0000993,EMP00673,DIGITAL,VND0000010,2024-10-24 00:47:48,AGT0000220
AGT0000994,EMP00350,T3,VND0000006,2025-10-06 02:05:15,AGT0000886
AGT0000995,EMP01015,T3,VND0000008,2024-09-19 14:35:27,AGT0000995
AGT0000996,EMP00292,FIELD,VND0000005,2024-06-08 13:38:04,AGT0000905
AGT0000997,EMP00227,T3,VND0000008,2024-02-14 10:28:25,AGT0000997
AGT0000998,EMP00705,T3,VND0000002,2024-11-14 04:35:18,AGT0000998
AGT0000999,EMP01020,T1,VND0000013,2024-12-29 06:20:45,AGT0000999
AGT0001000,EMP00007,FIELD,VND0000010,2025-10-18 05:21:28,AGT0001000
